arm,regime,seed,onv,delivered,hit_rate,tard_mean,tard_p95,energy_per_task,stranded,frozen,collisions
rush,wave,140,298.6,16,0.9355,111.5,86,,0,0,0
rush,wave,138,336.6,19,0.8182,153.17,194,,0,0,0
rush,wave,141,452.7,28,0.7143,155.58,283,,0,0,0
rush,wave,144,302.9,18,0.8929,97.33,104,,0,0,0
rush,wave,142,539.2,24,0.814,181.75,236,,0,0,0
rush,wave,143,533.8,21,0.95,153.0,74,,0,0,0
rush,stream,1,797.4,40,0.7719,61.38,126,,0,0,0
rush,stream,3,677.3,33,0.6786,76.72,151,,0,0,0
rush,stream,2,632.4,42,0.6607,85.37,214,,0,0,0
rush,stream,5,474.9,22,0.8,50.0,58,,0,0,0
rush,stream,4,397.5,22,0.875,18.0,12,,0,0,0
rush,stream,7,617.4,38,0.7455,63.07,135,,0,0,0
rush,stream,6,498.2,29,0.7857,65.78,95,,0,0,0
rush,stream,8,359.7,27,0.8205,36.0,49,,0,0,0
rush,stream,9,725.5,38,0.661,156.4,280,,0,0,0
rush,stream,11,735.9,43,0.8358,106.0,207,,0,0,0
rush,stream,10,643.7,40,0.7794,51.33,88,,0,0,0
rush,stream,12,513.5,37,0.6875,99.2,352,,0,0,0
rush,stream,13,246.9,30,0.6818,68.14,154,,0,0,0
rush,stream,14,855.7,34,0.7667,72.79,130,,0,0,0
rush,stream,15,923.8,40,0.85,53.22,113,,0,0,0
rush,stream,16,632.2,40,0.7826,104.6,232,,0,0,0
rush,stream,17,550.5,44,0.6857,72.95,172,,0,0,0
rush,stream,18,742.2,37,0.7879,92.43,205,,0,0,0
rush,stream,19,738.3,39,0.7105,61.05,128,,0,0,0
rush,stream,21,589.4,32,0.6667,122.35,243,,0,0,0
rush,stream,20,553.2,39,0.5,162.28,358,,0,0,0
rush,stream,22,661.3,42,0.726,87.65,198,,0,0,0
rush,stream,23,823.8,40,0.6812,54.32,137,,0,0,0
rush,stream,24,751.7,43,0.8406,93.55,311,,0,0,0
rush,stream,25,699.6,35,0.7164,114.37,303,,0,0,0
rush,stream,26,299.3,22,0.9583,34.0,34,,0,0,0
rush,stream,27,842.6,41,0.7432,65.89,128,,0,0,0
rush,stream,28,639.9,33,0.7119,95.71,218,,0,0,0
rush,stream,29,1074.2,36,0.8438,124.4,184,,0,0,0
rush,stream,30,608.0,36,0.6452,88.0,178,,0,0,0
rush,stream,32,534.1,30,0.6154,133.08,259,,0,0,0
rush,stream,31,732.8,31,0.7273,58.58,144,,0,1,0
rush,stream,33,790.0,43,0.7246,71.0,158,,0,0,0
rush,stream,34,826.9,38,0.6522,71.88,164,,0,0,0
rush,stream,35,650.6,31,0.8444,66.57,73,,0,0,0
rush,stream,37,823.2,43,0.7324,74.68,224,,0,0,0
rush,stream,36,757.6,44,0.8833,91.43,173,,0,1,0
rush,stream,38,1062.0,40,0.7,65.17,184,,0,0,0
rush,stream,39,469.4,30,0.8367,79.5,126,,0,1,0
rush,stream,40,663.2,37,0.6774,113.7,254,,0,0,0
rush,stream,41,529.4,35,0.6032,97.88,177,,0,0,0
rush,stream,42,508.0,36,0.5952,146.65,315,,0,1,0
rush,stream,43,848.4,41,0.7703,72.29,106,,0,0,0
rush,stream,44,615.0,38,0.7246,112.68,331,,0,0,0
rush,stream,45,700.3,45,0.7237,92.24,225,,0,0,0
rush,stream,46,797.8,37,0.7759,105.54,202,,0,0,0
rush,stream,47,693.8,39,0.7612,45.94,85,,0,0,0
rush,stream,49,628.7,43,0.7123,161.43,353,,0,0,0
rush,stream,48,511.5,32,0.7308,65.64,144,,0,0,0
rush,stream,50,694.9,35,0.6901,119.55,257,,0,0,0
rush,stream,51,698.4,41,0.7377,71.0,148,,0,0,0
rush,stream,52,531.2,41,0.6761,75.04,170,,0,0,0
rush,stream,53,589.5,28,0.66,70.71,140,,0,0,0
rush,stream,54,1130.9,42,0.716,76.87,143,,0,0,0
rush,stream,55,516.3,29,0.6364,72.12,127,,0,0,0
rush,stream,56,590.3,29,0.6346,84.95,201,,0,0,0
rush,stream,57,597.3,39,0.76,89.72,228,,0,0,0
rush,stream,58,661.8,38,0.7593,67.77,135,,0,0,0
rush,stream,60,617.5,44,0.7857,104.67,242,,0,0,0
rush,stream,61,856.0,43,0.8235,99.0,219,,0,0,0
rush,stream,62,615.7,34,0.6735,73.25,188,,0,1,0
rush,stream,59,408.1,21,0.5116,103.76,186,,0,0,0
rush,stream,63,522.6,38,0.7377,158.19,296,,0,0,0
rush,stream,64,797.4,42,0.7937,129.46,257,,0,0,0
rush,stream,65,326.0,35,0.6491,147.85,248,,0,0,0
rush,stream,66,835.7,37,0.7606,65.24,216,,0,1,0
rush,stream,67,519.5,38,0.6364,82.62,183,,0,0,0
rush,stream,68,675.6,44,0.7586,122.0,276,,0,0,0
rush,stream,69,527.3,42,0.6885,83.16,202,,0,0,0
rush,stream,72,510.3,33,0.678,128.37,283,,0,0,0
rush,stream,71,623.0,44,0.9038,78.4,123,,0,0,0
rush,stream,73,404.4,37,0.7391,78.08,181,,0,0,0
rush,stream,74,569.1,35,0.7143,70.07,157,,0,0,0
rush,stream,70,442.5,34,0.7037,104.38,221,,0,0,0
rush,stream,75,683.3,43,0.7429,126.22,333,,0,0,0
rush,stream,76,566.1,35,0.875,39.67,47,,0,0,0
rush,stream,77,442.3,38,0.7719,63.77,124,,0,0,0
rush,stream,78,702.6,30,0.925,46.67,26,,0,0,0
rush,stream,79,589.1,33,0.6792,79.24,171,,0,0,0
rush,stream,80,409.6,30,0.7805,44.33,108,,0,0,0
rush,stream,81,449.0,33,0.74,73.15,118,,0,0,0
rush,stream,82,475.6,36,0.9091,64.25,70,,0,0,0
rush,stream,83,446.2,30,0.878,22.2,27,,0,1,0
rush,stream,84,746.5,34,0.8,53.7,94,,0,0,0
rush,stream,86,554.2,30,0.7632,24.44,36,,0,0,0
rush,stream,85,485.1,34,0.78,28.55,58,,0,0,0
rush,stream,87,467.2,44,0.7377,110.19,249,,0,0,0
rush,stream,90,279.0,29,0.8387,29.6,27,,0,0,0
rush,stream,89,778.0,43,0.6719,89.43,226,,0,0,0
rush,stream,88,346.5,28,0.8571,30.6,38,,0,1,0
rush,stream,92,289.2,29,0.8485,15.2,8,,0,0,0
rush,stream,91,346.5,21,0.7931,16.0,21,,0,0,0
rush,stream,93,265.1,25,0.8966,28.33,19,,0,0,0
rush,stream,94,266.1,28,0.8387,48.2,37,,0,0,0
rush,stream,95,406.6,28,0.7778,28.25,48,,0,0,0
rush,stream,96,372.2,21,0.92,16.5,13,,0,0,0
rush,stream,97,233.5,18,0.9,11.5,8,,0,0,0
rush,stream,98,218.0,19,0.75,13.4,22,,0,0,0
rush,stream,100,320.0,23,0.75,18.29,28,,0,0,0
rush,stream,99,418.9,18,0.8182,17.25,23,,0,0,0
rush,stream,101,356.3,25,0.8571,30.25,40,,0,0,0
rush,stream,102,324.7,25,0.7742,32.29,61,,0,0,0
rush,stream,104,180.0,17,0.85,24.33,26,,0,0,0
rush,stream,103,377.4,28,0.6216,68.21,173,,0,0,0
rush,stream,105,351.9,20,0.9167,86.0,66,,0,0,0
rush,stream,106,242.8,21,0.8636,167.67,230,,0,0,0
rush,stream,107,459.4,19,0.913,16.5,3,,0,0,0
rush,stream,108,210.4,16,0.9,56.0,4,,0,0,0
rush,stream,110,224.2,17,0.7619,37.0,21,,0,0,0
rush,stream,109,166.3,23,0.8077,17.4,26,,0,0,0
rush,stream,112,159.9,13,1.0,0.0,0,,0,0,0
rush,stream,111,399.4,24,1.0,0.0,0,,0,0,0
rush,stream,113,366.7,23,0.931,16.0,16,,0,0,0
rush,stream,114,382.2,21,0.9565,14.0,14,,0,0,0
rush,stream,117,314.6,18,0.8421,12.0,7,,0,0,0
rush,stream,115,300.5,26,0.8571,23.5,24,,0,0,0
rush,stream,116,110.8,17,0.8235,25.0,29,,0,0,0
rush,stream,118,62.9,8,0.7778,3.5,1,,0,0,0
rush,stream,119,250.6,17,0.8824,11.5,2,,0,0,0
rush,stream,120,254.4,20,0.8261,17.0,15,,0,0,0
rush,stream,123,124.8,7,1.0,0.0,0,,0,1,0
rush,stream,122,246.8,19,0.75,21.83,25,,0,0,0
rush,stream,121,366.4,17,0.8095,39.75,45,,0,0,0
rush,stream,125,263.7,18,0.8182,58.25,67,,0,2,0
rush,stream,124,112.8,11,1.0,0.0,0,,0,0,0
rush,stream,126,289.8,18,0.9231,111.5,3,,0,0,0
rush,stream,127,168.2,10,1.0,0.0,0,,0,1,0
rush,stream,131,133.9,10,0.8182,3.5,2,,0,0,0
rush,stream,129,151.4,21,0.7037,23.62,48,,0,0,0
rush,stream,128,153.7,17,0.9412,22.0,22,,0,0,0
rush,stream,130,292.6,15,0.7647,23.5,21,,0,1,0
rush,stream,133,252.7,15,1.0,0.0,0,,0,0,0
rush,stream,132,272.9,18,0.8421,46.0,10,,0,0,0
rush,stream,135,256.9,25,0.7407,24.71,28,,0,0,0
rush,stream,134,438.7,23,0.9231,32.5,25,,0,0,0
rush,stream,136,252.2,20,0.88,24.67,28,,0,0,0
rush,stream,138,220.1,23,0.8846,18.33,19,,0,0,0
rush,stream,137,285.2,20,0.85,35.33,40,,0,0,0
rush,stream,139,277.2,23,0.9259,32.0,29,,0,0,0
rush,stream,140,492.6,25,0.9429,220.5,204,,0,0,0
rush,stream,141,103.5,14,0.8571,11.0,5,,0,0,0
rush,stream,142,370.0,26,0.9,17.33,16,,0,0,0
rush,stream,143,239.2,24,0.6786,39.44,57,,0,0,0
rush,stream,144,425.5,21,0.9167,38.5,9,,0,0,0
champ,wave,3,879.2,28,0.9104,176.33,218,0.07071,0,0,0
champ,wave,4,839.2,32,0.8375,143.92,333,0.04475,0,0,0
champ,wave,1,1039.6,33,0.8889,174.22,334,0.04417,0,0,0
champ,wave,6,734.3,29,0.7368,128.3,306,0.05337,0,0,0
champ,wave,5,633.2,32,0.75,197.94,386,0.07262,0,0,0
champ,wave,8,561.7,32,0.75,168.86,289,0.07489,0,0,0
champ,wave,2,682.3,33,0.8382,166.45,343,0.07457,0,0,0
champ,wave,7,1075.8,36,0.7746,179.69,362,0.04847,0,0,0
champ,wave,12,1037.0,31,0.8429,219.64,364,0.0493,0,0,0
champ,wave,9,966.5,31,0.7808,155.06,280,0.06748,0,0,0
champ,wave,11,789.2,32,0.6765,137.36,304,0.08047,0,0,0
champ,wave,13,1196.5,30,0.7766,100.0,272,0.05751,0,0,0
champ,wave,10,771.2,36,0.8485,275.4,375,0.08325,0,0,0
champ,wave,15,1017.5,37,0.7901,238.29,428,0.04985,0,0,0
champ,wave,14,1214.5,33,0.875,114.8,315,0.0623,0,0,0
champ,wave,16,1015.6,35,0.8202,178.75,358,0.06069,0,0,0
champ,wave,17,1074.0,31,0.7802,173.3,332,0.05187,0,0,0
champ,wave,19,1090.0,34,0.8462,137.33,266,0.08392,0,0,0
champ,wave,18,661.7,35,0.7662,190.61,357,0.06098,0,0,0
champ,wave,22,1462.4,35,0.8,188.37,377,0.04896,0,0,0
champ,wave,20,1180.7,33,0.8125,156.22,318,0.04502,0,0,0
champ,wave,21,1283.9,31,0.8,88.53,262,0.05644,0,0,0
champ,wave,23,1322.9,35,0.8533,186.18,312,0.05905,0,0,0
champ,wave,24,917.8,36,0.8214,168.47,301,0.05323,0,0,0
champ,wave,26,1235.8,28,0.7789,159.9,396,0.04791,0,0,0
champ,wave,25,841.9,36,0.8243,149.23,417,0.06451,0,0,0
champ,wave,27,973.3,34,0.7174,134.46,299,0.04587,0,0,0
champ,wave,28,1025.7,32,0.8588,123.25,216,0.0575,0,0,0
champ,wave,30,1161.5,38,0.7872,211.2,352,0.05213,0,0,0
champ,wave,31,1045.2,35,0.8072,156.88,329,0.06314,0,0,0
champ,wave,29,1500.7,36,0.814,135.44,307,0.06335,0,0,0
champ,wave,34,979.0,31,0.7416,110.65,275,0.06852,0,0,0
champ,wave,32,948.7,33,0.8837,167.6,335,0.06132,0,0,0
champ,wave,33,1155.1,28,0.7882,103.06,226,0.06015,0,0,0
champ,wave,35,1198.7,33,0.8454,152.73,318,0.05291,0,0,0
champ,wave,36,887.3,33,0.7229,172.39,380,0.05178,0,0,0
champ,wave,38,1233.8,34,0.8415,239.23,365,0.05606,0,0,0
champ,wave,37,1169.3,33,0.8632,105.23,267,0.05078,0,0,0
champ,wave,42,1226.3,30,0.7717,137.0,327,0.04665,0,0,0
champ,wave,39,841.1,36,0.7442,129.36,338,0.05561,0,0,0
champ,wave,40,1445.0,34,0.828,193.0,424,0.04628,0,0,0
champ,wave,41,1139.1,30,0.8312,152.62,339,0.06933,0,0,0
champ,wave,43,1618.4,30,0.8778,99.0,195,0.0653,0,0,0
champ,wave,44,1107.0,35,0.7692,112.29,269,0.0529,0,0,0
champ,wave,45,1008.0,36,0.8469,95.87,190,0.05493,0,0,0
champ,wave,47,1108.4,34,0.7692,148.33,358,0.05682,0,0,0
champ,wave,49,1093.4,32,0.8163,163.11,364,0.05031,0,0,0
champ,wave,50,1086.6,31,0.7955,129.28,336,0.06195,0,0,0
champ,wave,48,1217.7,33,0.7722,156.33,368,0.06105,0,0,0
champ,wave,46,999.4,32,0.825,177.07,359,0.06748,0,0,0
champ,wave,51,876.6,29,0.7619,119.4,313,0.055,0,0,0
champ,wave,52,1160.7,37,0.8617,227.77,370,0.04797,0,0,0
champ,wave,56,1023.9,34,0.7632,158.67,337,0.07311,0,0,0
champ,wave,53,1423.6,30,0.8588,80.75,166,0.06796,0,0,0
champ,wave,55,899.1,32,0.7195,138.61,290,0.05991,0,0,0
champ,wave,54,1465.2,31,0.8851,136.3,309,0.05437,0,0,0
champ,wave,57,1079.4,34,0.8118,166.88,333,0.05411,0,0,0
champ,wave,58,1019.8,35,0.7955,179.44,373,0.05446,0,0,0
champ,wave,59,948.6,33,0.8372,155.43,314,0.05063,0,0,0
champ,wave,62,807.3,31,0.8136,120.09,262,0.08464,0,0,0
champ,wave,63,895.4,29,0.8182,145.17,250,0.08334,0,0,0
champ,wave,64,909.9,32,0.8442,167.75,310,0.05432,0,0,0
champ,wave,60,1259.0,35,0.8667,169.8,332,0.07848,0,0,0
champ,wave,67,869.6,31,0.7714,166.94,369,0.06398,0,0,0
champ,wave,61,978.0,31,0.7949,64.62,157,0.07084,0,0,0
champ,wave,65,958.1,30,0.8354,128.77,288,0.06889,0,0,0
champ,wave,66,1175.1,34,0.8706,134.36,271,0.06547,0,0,0
champ,wave,74,865.7,27,0.8676,92.56,285,0.04901,0,0,0
champ,wave,69,807.6,34,0.831,124.92,296,0.05398,0,0,0
champ,wave,71,882.2,28,0.8194,157.85,285,0.05351,0,0,0
champ,wave,68,1108.6,28,0.8143,120.69,249,0.08996,0,0,0
champ,wave,73,862.4,34,0.7123,189.62,385,0.06075,0,0,0
champ,wave,72,925.4,33,0.8734,191.2,383,0.0661,0,0,0
champ,wave,75,605.0,30,0.8387,149.2,294,0.05768,0,0,0
champ,wave,70,1294.3,33,0.759,163.3,325,0.06248,0,0,0
champ,wave,77,868.7,28,0.7656,182.53,330,0.07187,0,0,0
champ,wave,78,674.0,30,0.9048,154.33,278,0.07343,0,0,0
champ,wave,80,693.4,28,0.7812,135.43,266,0.06641,0,0,0
champ,wave,76,705.1,38,0.7692,166.6,311,0.06198,0,0,0
champ,wave,82,739.6,28,0.8438,88.8,186,0.06692,0,0,0
champ,wave,79,930.5,37,0.7973,204.73,332,0.05426,0,0,0
champ,wave,83,978.2,26,0.9455,212.33,176,0.06132,0,0,0
champ,wave,81,968.5,32,0.8438,182.0,218,0.07947,0,0,0
champ,wave,85,1020.3,28,0.8333,147.4,249,0.07409,0,0,0
champ,wave,84,539.0,23,0.8636,115.83,161,0.08756,0,0,0
champ,wave,86,511.7,29,0.8889,252.83,255,0.0801,0,0,0
champ,wave,87,692.0,26,0.8367,100.62,205,0.07303,0,0,0
champ,wave,90,740.7,28,0.902,92.2,93,0.07523,0,0,0
champ,wave,88,1254.7,27,0.898,81.4,128,0.06606,0,0,0
champ,wave,91,460.7,29,0.8889,147.8,250,0.10648,0,0,0
champ,wave,89,1253.0,29,0.8254,118.27,253,0.05614,0,0,0
champ,wave,92,540.1,24,0.9512,145.0,23,0.08816,0,0,0
champ,wave,93,519.2,22,0.8649,74.2,164,0.08489,0,0,0
champ,wave,97,356.1,17,0.9286,5.0,4,0.09964,0,0,0
champ,wave,98,469.7,17,0.9231,31.33,28,0.07005,0,0,0
champ,wave,94,725.1,27,0.8909,148.33,183,0.07511,0,0,0
champ,wave,99,454.5,18,0.8684,57.8,83,0.07675,0,0,0
champ,wave,95,531.5,24,0.9091,118.75,137,0.10101,0,0,0
champ,wave,100,316.9,16,0.9231,46.0,34,0.10299,0,0,0
champ,wave,96,415.9,20,0.9412,137.0,23,0.10326,0,0,0
champ,wave,101,573.4,19,0.9189,99.67,13,0.11355,0,0,0
champ,wave,102,676.1,26,0.9778,2.0,2,0.06617,0,0,0
champ,wave,105,336.7,18,0.9677,21.0,21,0.08204,0,0,0
champ,wave,104,369.5,18,1.0,0.0,0,0.14634,0,0,0
champ,wave,103,357.8,22,0.9355,187.5,160,0.09077,0,0,0
champ,wave,108,260.1,17,1.0,0.0,0,0.14917,0,0,0
champ,wave,107,537.7,20,0.9459,132.0,57,0.12433,0,0,0
champ,wave,112,134.4,10,0.9,52.0,20,0.10401,0,0,0
champ,wave,109,394.1,19,0.9643,50.0,50,0.09902,0,0,0
champ,wave,106,808.0,27,0.9302,265.33,274,0.06455,0,0,0
champ,wave,111,427.3,16,0.9667,16.0,16,0.07569,0,0,0
champ,wave,113,382.3,15,0.931,17.5,12,0.10972,0,0,0
champ,wave,116,145.5,5,1.0,0.0,0,0.35415,0,0,0
champ,wave,110,309.6,20,0.9655,35.0,35,0.12714,0,0,0
champ,wave,115,599.6,14,0.95,28.0,28,0.11514,0,0,0
champ,wave,117,286.8,9,1.0,0.0,0,0.0544,0,0,0
champ,wave,118,190.5,9,1.0,0.0,0,0.11026,0,0,0
champ,wave,114,216.7,16,0.9231,33.0,28,0.09876,0,0,0
champ,wave,119,138.2,11,0.9231,16.0,16,0.1806,0,0,0
champ,wave,120,351.2,13,0.96,8.0,8,0.12463,0,0,0
champ,wave,121,436.9,15,0.9474,4.0,4,0.19569,0,0,0
champ,wave,124,232.5,12,0.9286,12.0,12,0.11045,0,0,0
champ,wave,122,508.1,19,0.9615,1.0,1,0.14096,0,0,0
champ,wave,127,155.8,9,0.8824,29.0,9,0.13154,0,0,0
champ,wave,128,312.4,11,0.9091,13.0,4,0.17956,0,0,0
champ,wave,123,333.1,18,1.0,0.0,0,0.10088,0,0,0
champ,wave,125,371.7,17,0.9545,158.0,158,0.11767,0,0,0
champ,wave,126,411.5,22,0.9048,72.75,61,0.0947,0,0,0
champ,wave,131,275.6,14,1.0,0.0,0,0.07704,0,0,0
champ,wave,129,474.2,17,0.9189,21.67,22,0.07302,0,0,0
champ,wave,133,352.8,14,1.0,0.0,0,0.19851,0,0,0
champ,wave,130,768.6,17,1.0,0.0,0,0.03693,0,0,0
champ,wave,132,346.7,20,0.9655,5.0,5,0.1066,0,0,0
champ,wave,134,307.1,16,0.9259,40.0,6,0.08254,0,0,0
champ,wave,135,455.2,24,0.9143,132.67,152,0.10435,0,0,0
champ,wave,136,386.5,17,1.0,0.0,0,0.10186,0,0,0
champ,wave,139,293.6,12,0.9565,26.0,26,0.15633,0,0,0
champ,wave,137,473.6,19,0.8485,65.0,109,0.10151,0,0,0
champ,wave,140,304.6,16,0.9677,41.0,41,0.03523,0,0,0
champ,wave,138,393.8,19,0.9697,4.0,4,0.08972,0,0,0
champ,wave,142,564.3,24,0.9302,128.0,78,0.08558,0,0,0
champ,wave,144,339.8,18,1.0,0.0,0,0.10324,0,0,0
champ,wave,141,529.7,28,0.8571,129.33,231,0.06832,0,0,0
champ,wave,143,539.0,21,0.975,7.0,7,0.07253,0,0,0
champ,stream,1,835.6,41,0.8246,46.4,140,0.0597,0,0,0
champ,stream,3,735.7,35,0.6897,68.72,126,0.08518,0,0,0
champ,stream,4,523.1,31,0.7708,47.0,106,0.05139,0,0,0
champ,stream,5,464.1,23,0.7812,34.57,69,0.07804,0,0,0
champ,stream,6,614.9,33,0.7755,67.27,119,0.06405,0,0,0
champ,stream,8,417.6,33,0.7778,49.75,129,0.05696,0,0,0
champ,stream,2,558.3,36,0.5926,85.82,268,0.09377,0,0,0
champ,stream,7,676.9,38,0.7857,107.75,273,0.06069,0,0,0
champ,stream,9,722.0,37,0.6604,76.78,200,0.07957,0,0,0
champ,stream,12,575.6,39,0.7463,65.71,180,0.05045,0,0,0
champ,stream,10,613.6,32,0.7015,80.85,210,0.07894,0,0,0
champ,stream,11,645.1,37,0.7742,73.5,268,0.09174,0,0,0
champ,stream,13,492.0,38,0.7091,40.94,96,0.08616,0,0,0
champ,stream,14,759.1,33,0.7,66.0,219,0.07843,0,0,0
champ,stream,15,866.9,39,0.8525,48.67,60,0.06432,0,0,0
champ,stream,17,567.3,41,0.7538,78.5,180,0.07275,0,0,0
champ,stream,16,718.5,37,0.8143,61.85,186,0.07738,0,0,0
champ,stream,19,665.4,36,0.76,90.06,296,0.07757,0,0,0
champ,stream,21,881.1,36,0.7432,88.05,255,0.06386,0,0,0
champ,stream,22,657.8,43,0.7794,69.27,203,0.07333,0,0,0
champ,stream,18,806.7,37,0.7391,45.78,104,0.07158,0,0,0
champ,stream,23,839.5,33,0.64,92.78,250,0.05938,0,0,0
champ,stream,20,504.9,35,0.6897,126.33,317,0.07637,0,0,0
champ,stream,24,759.8,44,0.8116,47.54,131,0.06349,0,0,0
champ,stream,25,576.1,39,0.6901,58.91,101,0.06595,0,0,0
champ,stream,27,762.7,37,0.6667,76.69,205,0.05299,0,0,0
champ,stream,26,868.1,39,0.7838,82.44,215,0.06429,0,0,0
champ,stream,28,646.2,32,0.7647,38.5,88,0.06938,0,0,0
champ,stream,32,720.4,37,0.7237,57.76,207,0.06861,0,0,0
champ,stream,30,730.0,39,0.7273,75.5,361,0.07455,0,0,0
champ,stream,31,1082.1,39,0.7802,66.15,211,0.05733,0,0,0
champ,stream,29,919.8,34,0.7733,95.24,277,0.07117,0,0,0
champ,stream,33,1171.1,36,0.7273,50.44,133,0.07693,0,0,0
champ,stream,34,754.4,31,0.7302,46.88,111,0.09773,0,0,0
champ,stream,35,862.8,37,0.7538,49.0,112,0.08348,0,0,0
champ,stream,36,995.2,42,0.7237,51.33,126,0.05813,0,0,0
champ,stream,37,961.2,41,0.8354,61.62,138,0.06135,0,0,0
champ,stream,38,1071.7,33,0.8033,73.58,230,0.07471,0,0,0
champ,stream,40,943.0,39,0.8,91.53,188,0.06219,0,0,0
champ,stream,39,966.0,40,0.7229,55.39,131,0.05693,0,0,0
champ,stream,41,814.9,39,0.6163,78.15,237,0.06206,0,0,0
champ,stream,42,800.7,37,0.6966,96.0,272,0.05576,0,0,0
champ,stream,45,758.8,47,0.7692,68.61,151,0.06871,0,0,0
champ,stream,44,674.9,37,0.7895,59.94,157,0.06304,0,0,0
champ,stream,43,759.2,30,0.8,55.62,98,0.08927,0,0,0
champ,stream,47,877.6,34,0.8261,69.42,170,0.07014,0,0,0
champ,stream,49,810.5,46,0.8514,137.91,286,0.06656,0,0,0
champ,stream,46,772.3,29,0.5942,67.14,178,0.07775,0,0,0
champ,stream,50,840.1,36,0.7179,77.59,169,0.07169,0,0,0
champ,stream,48,727.2,32,0.6438,77.31,141,0.06572,0,0,0
champ,stream,52,832.5,36,0.8169,77.38,193,0.06278,0,0,0
champ,stream,53,861.3,32,0.7313,98.11,288,0.08489,0,0,0
champ,stream,51,716.3,35,0.7903,55.54,152,0.07441,0,0,0
champ,stream,55,669.1,37,0.75,79.38,216,0.07757,0,0,0
champ,stream,54,879.9,35,0.6462,47.78,73,0.07126,0,0,0
champ,stream,58,657.4,35,0.6897,74.44,156,0.08909,0,0,0
champ,stream,56,801.7,35,0.7027,111.09,271,0.07377,0,0,0
champ,stream,57,640.2,39,0.7442,58.73,189,0.05384,0,0,0
champ,stream,59,1000.2,41,0.7875,42.06,112,0.05408,0,0,0
champ,stream,60,627.9,37,0.7794,70.6,188,0.08675,0,0,0
champ,stream,61,743.5,36,0.8065,72.42,216,0.0878,0,0,0
champ,stream,63,506.1,36,0.6949,70.39,197,0.09257,0,0,0
champ,stream,62,513.2,38,0.6667,70.06,185,0.10899,0,0,0
champ,stream,65,476.7,39,0.7419,128.56,280,0.09043,0,0,0
champ,stream,64,839.8,41,0.7903,128.62,226,0.07252,0,0,0
champ,stream,66,878.9,40,0.8082,54.07,100,0.07763,0,0,0
champ,stream,67,679.5,39,0.8088,84.85,237,0.06918,0,0,0
champ,stream,69,498.9,44,0.7619,68.87,160,0.07141,0,0,0
champ,stream,70,381.8,36,0.7143,125.14,356,0.10424,0,0,0
champ,stream,73,737.6,38,0.7963,30.64,68,0.06329,0,0,0
champ,stream,72,532.5,35,0.7719,83.0,170,0.08614,0,0,0
champ,stream,74,761.7,38,0.8393,90.33,184,0.06745,0,0,0
champ,stream,68,664.9,38,0.78,83.82,337,0.12826,0,0,0
champ,stream,71,772.5,39,0.8594,59.89,67,0.07421,0,0,0
champ,stream,75,758.6,44,0.8056,91.0,222,0.06181,0,0,0
champ,stream,78,595.9,30,0.878,49.8,90,0.08408,0,0,0
champ,stream,76,519.7,36,0.7843,36.64,81,0.0667,0,0,0
champ,stream,77,622.8,35,0.8113,55.2,130,0.10145,0,0,0
champ,stream,79,495.0,30,0.7619,55.4,116,0.07398,0,0,0
champ,stream,80,470.2,36,0.8298,48.38,80,0.07361,0,0,0
champ,stream,81,539.0,34,0.7925,71.82,141,0.07928,0,0,0
champ,stream,82,507.2,36,0.8302,29.78,78,0.0732,0,0,0
champ,stream,83,453.7,27,0.9429,23.0,14,0.07606,0,0,0
champ,stream,85,495.6,32,0.7358,37.0,110,0.0623,0,0,0
champ,stream,86,454.3,32,0.725,40.0,83,0.08687,0,0,0
champ,stream,84,715.2,34,0.6731,59.88,231,0.08448,0,0,0
champ,stream,91,395.9,23,0.9,13.67,6,0.10712,0,0,0
champ,stream,90,295.4,27,0.7931,37.83,39,0.10267,0,0,0
champ,stream,87,516.7,40,0.7544,41.64,102,0.08873,0,0,0
champ,stream,92,292.6,30,0.8235,41.5,76,0.09413,0,0,0
champ,stream,88,434.7,27,0.9211,35.33,13,0.07034,0,0,0
champ,stream,93,313.5,25,0.8235,63.5,93,0.08286,0,0,0
champ,stream,89,820.1,42,0.7377,44.88,96,0.0658,0,0,0
champ,stream,96,415.4,24,0.8333,45.67,51,0.06342,0,0,0
champ,stream,95,606.3,30,0.74,79.15,145,0.07521,0,0,0
champ,stream,94,389.0,29,0.7381,77.91,170,0.06626,0,0,0
champ,stream,97,264.2,21,0.875,42.67,38,0.08887,0,0,0
champ,stream,99,236.2,21,0.8125,51.17,74,0.07078,0,0,0
champ,stream,98,265.3,21,0.76,45.0,62,0.07813,0,0,0
champ,stream,100,390.9,21,0.7143,52.38,121,0.10467,0,0,0
champ,stream,101,299.7,23,0.75,76.86,100,0.1187,0,0,0
champ,stream,102,341.8,25,0.8125,45.0,68,0.06258,0,0,0
champ,stream,104,209.4,18,0.8571,65.67,83,0.14054,0,0,0
champ,stream,105,253.1,20,0.8261,49.0,79,0.08133,0,0,0
champ,stream,107,456.2,20,0.8,27.4,49,0.13436,0,0,0
champ,stream,103,389.6,26,0.6111,104.57,222,0.07558,0,0,0
champ,stream,108,254.4,17,0.8333,41.5,58,0.10519,0,0,0
champ,stream,106,180.7,17,0.6667,84.5,163,0.13933,0,0,0
champ,stream,110,201.8,16,0.7619,28.8,47,0.12449,0,0,0
champ,stream,109,270.4,26,0.8485,61.2,38,0.06047,0,0,0
